12871,1926,Our Hospitality / Sherlock Jr. 
15456,1926,The Black Pirate 
16021,1926,The Adventures of Prince Achmed 
136,1927,Cat and the Canary 
521,1927,Presenting Felix the Cat 
1232,1927,It 
2355,1927,Berlin: Symphony of a Great City / Opus 1 
2369,1927,The Lon Chaney Collection: The Unknown 
2893,1927,The Little Rascals 
4802,1927,College 
5231,1927,The General (Silent) 
5378,1927,My Best Girl 
10798,1927,Alfred Hitchcock: Blackmail and Easy Virtue 
12561,1927,October 
16639,1927,Uncle Tom's Cabin 
17335,1927,Metropolis 
802,1928,Spies 
3260,1928,The Man Who Laughs 
3908,1928,Storm Over Asia 
7954,1928,The Fall of the House of Usher 
9522,1928,The Lost Films of Laurel & Hardy 
9703,1928,The Farmer's Wife 
10439,1928,The Circus 
11494,1928,Sex in Chains 
15016,1928,The Passion of Joan of Arc 
15193,1928,Steamboat Bill Jr. 
1114,1929,Hell's Angels 
3223,1929,Nosferatu: Original Version 
4834,1929,The Broadway Melody of 1929 
5422,1929,Piccadilly 
5980,1929,Un Chien Andalou 
7168,1929,The Cocoanuts 
8790,1929,Man with the Movie Camera 
12581,1929,Iron Mask 
14488,1929,TCM Archives: Buster Keaton Collection 
16227,1929,The Love Trap / Directed by William Wyler: Double Feature 
907,1930,Animal Crackers 
1586,1930,Marihuana / Assassin of Youth / Reefer Madness 
1825,1930,L'Age D'Or 
3224,1930,All Quiet on the Western Front 
4004,1930,The Blue Angel 
4128,1930,Under the Roofs of Paris 
5501,1930,Check and Double Check with Amos 'n' Andy 
6867,1930,Landmarks of Early Film #2: Magic Melies 
8220,1930,Jack Benny Collection 
8274,1930,Jean Cocteau's Orphic Trilogy 
12129,1930,Bat Whispers 
14789,1930,The Big Trail 
15504,1930,Murder! 
471,1931,City Lights 
3740,1931,Dracula 
5908,1931,Frankenstein / Bride of Frankenstein: The Legacy Collection 
6085,1931,M 
9373,1931,Platinum Blonde 
10356,1931,Woman in the Moon 
12156,1931,Tabu: A Story of the South Seas 
12386,1931,The Fanny Trilogy 
12436,1931,Le Million 
12978,1931,Monkey Business 
13742,1931,The Public Enemy 
16191,1931,A Nous la Liberte 
17001,1931,Little Caesar 
1124,1932,Rain 
1178,1932,Boudu Saved from Drowning 
1556,1932,A Farewell to Arms 
2584,1932,The Most Dangerous Game 
2941,1932,Love Me Tonight 
3885,1932,White Zombie 
4215,1932,Alfred Hitchcock: Rich and Strange/The Sorcerer's Apprentice 
4627,1932,Little Women 
5998,1932,Vampyr 
6505,1932,Dr. Jekyll & Mr. Hyde: 1932 & 1941 
7812,1932,Freaks 
10476,1932,Trouble in Paradise 
12173,1932,The Mummy 
12440,1932,Horse Feathers 
13169,1932,The Old Dark House 
14965,1932,Tarzan the Ape Man / Tarzan Escapes (Double Feature) 
15331,1932,The Bela Lugosi Collection: Murders in Rue Morgue / The Black Cat / The Raven 
15552,1932,The Three Stooges: Greatest Hits & Rarities 
16670,1932,Grand Hotel 
17022,1932,Number 17 
17186,1932,The Private Life of Henry VIII 
17257,1932,I Am a Fugitive from a Chain Gang 
1415,1933,W.C. Fields: International House 
1838,1933,The Testament of Dr. Mabuse 
4416,1933,I'm No Angel 
4947,1933,The Invisible Man: Special Edition 
5065,1933,W.C. Fields: Six Short Films 
6182,1933,90 Degrees South 
6790,1933,Queen Christina 
8410,1933,Hallelujah I'm a Bum 
9122,1933,Counsellor at Law 
9568,1933,W.C. Fields 
9690,1933,Duck Soup 
10676,1933,The Kennel Murder Case / Nancy Drew Reporter: Double Feature 
13374,1933,Dinner at Eight 
16168,1933,Ecstasy 
16591,1933,Design for Living / Peter Ibbetson 
2796,1934,Imitation of Life: Double Feature (1934 
3158,1934,John Wayne: Man from Utah/Sagebrush Trail/Riders of Destiny/Star Packer 
3453,1934,The Man Who Knew Too Much 
3848,1934,The Ghoul 
3868,1934,It's a Gift 
4235,1934,Cartoons That Time Forgot: UB Iwerks Collection: Vol. 1 
4286,1934,Tarzan and His Mate / Tarzan Finds a Son! (Double Feature) 
4477,1934,A Story of Floating Weeds 
6197,1934,Pre-Code Hollywood: Of Human Bondage 
6425,1934,Cartoons That Time Forgot: UB Iwerks Collection: Vol. 2 
7591,1934,The John Wayne Collection: Vol. 2: Riders of Destiny / The Star Packer 
7932,1934,The Three Stooges: Goofs on the Loose 
8382,1934,The Thin Man 
8659,1934,Man of Aran 
8865,1934,Shirley Temple: Little Miss Marker 
9115,1934,Laurel & Hardy: March of the Wooden Soldiers 
9301,1934,Here Comes Cookie / Love in Bloom / Six of a Kind: Triple Feature 
10299,1934,L'Atalante 
11378,1934,It Happened One Night 
13096,1934,Twentieth Century 
13245,1934,The John Wayne Collection: Vol. 4: Lawless Frontier / Randy Rides Alone 
14380,1934,Born to Be Bad 
15384,1934,The Chronological Donald: Vol. 1 
15649,1934,Of Human Bondage 
16280,1934,Triumph of the Will 
16453,1934,The Scarlet Pimpernel 
253,1935,A Night at the Opera 
395,1935,Captain Blood 
1129,1935,Mutiny on the Bounty 
3419,1935,The Three Stooges: Three Stooges in History 
5316,1935,The Lives of a Bengal Lancer 
6292,1935,Top Hat 
6466,1935,She 
6679,1935,Curly Top 
7537,1935,The Wolf Man / Frankenstein Meets the Wolf Man: The Legacy Collection 
9693,1935,Werewolf of London 
9801,1935,Anna Karenina 
11814,1935,The Good Fairy 
13552,1935,Famous Western Gunfighters: Desert Trail / Ride Ranger Ride / Roll on Texas Moon 
15338,1935,Barbary Coast 
16694,1935,Three Stooges: Stooges and the Law 
17756,1935,The 39 Steps 
925,1936,Dodsworth 
1458,1936,Popeye 
1708,1936,Modern Times 
1784,1936,Camille 
2297,1936,The Lower Depths (Les Bas-fonds) 
2408,1936,My Man Godfrey 
3070,1936,Pennies from Heaven 
4804,1936,The Great Ziegfeld 
6307,1936,Pepe le Moko 
6861,1936,Sabotage 
8473,1936,Swing Time 
8890,1936,Fury 
8950,1936,King of the Pecos 
10043,1936,After the Thin Man 
10084,1936,Mr. Deeds Goes to Town 
10797,1936,The Three Stooges: Cops and Robbers 
11261,1936,Secret Agent 
11629,1936,Deanna Durbin: Three Smart Girls / Something in the Wind 
11780,1936,The John Wayne Collection: Vol. 1: Man from Utah / Sagebrush Trail 
12061,1936,The Petrified Forest 
12166,1936,As You Like It 
12235,1936,Libeled Lady 
12592,1936,Flash Gordon: Space Soldiers 
13456,1936,Come and Get It 
13901,1936,Rembrandt 
14871,1936,The Amazing Adventure 
16562,1936,Reefer Madness 
16975,1936,Dimples 
17433,1936,Follow the Fleet 
326,1937,The Plainsman 
1327,1937,You Only Live Once 
2593,1937,Snow White and the Seven Dwarfs: Bonus Material 
3164,1937,Stella Dallas 
5053,1937,Laurel and Hardy: Way Out West / Block-Heads 
5355,1937,A Star Is Born 
5585,1937,Drole de Drame 
6275,1937,Heidi 
6645,1937,In Old Chicago 
8150,1937,Alfred Hitchcock: Young & Innocent / The Cheney Vase 
9377,1937,The Prince and the Pauper 
9803,1937,James Cagney Collection: Something to Sing About / Blood on the Sun 
10002,1937,The Three Stooges: Dizzy Doctors 
10179,1937,Shall We Dance 
10360,1937,Lost Horizon 
10489,1937,The Edge of the World 
10523,1937,Bulldog Drummond Escapes/ Bulldog Drummond's Secret Police 
11020,1937,Stage Door 
11640,1937,Hal Roach's Rascals #2 
12139,1937,A Day at the Races 
12270,1937,Hal Roach's Rascals #1 
12585,1937,Dead End 
14063,1937,Nothing Sacred 
14694,1937,Topper / Topper Returns: Double Feature 
14828,1937,Grand Illusion 
15868,1937,The Awful Truth 
16395,1937,The Life of Emile Zola 
1086,1938,Three Stooges: Stooges at Work 
2930,1938,Little Miss Broadway 
3032,1938,The Adventures of Robin Hood: Bonus Material 
3226,1938,Bringing Up Baby 
3426,1938,Flash Gordon's Trip to Mars 
4107,1938,The Childhood of Maxim Gorky 
5303,1938,The Big Broadcast of 1938 / College Swing 
5335,1938,Caught in the Draft / Give Me a Sailor: Double Feature 
5731,1938,You Can't Take It With You 
6511,1938,The Three Stooges: Stooged and Confoosed 
7001,1938,Love Finds Andy Hardy 
7117,1938,The Lady Vanishes 
9258,1938,Laurel & Hardy & Friends 
9734,1938,Pygmalion 
10099,1938,Room Service / At the Circus 
10328,1938,The Three Stooges: G.I. Stooge 
11190,1938,Alexander's Ragtime Band 
12619,1938,"The Three Stooges: Healthy, Wealthy and Dumb "
14057,1938,Angels with Dirty Faces 
15250,1938,Alexander Nevsky 
16840,1938,The Adventures of Robin Hood 
161,1939,Ninotchka 
911,1939,Buck Rogers 
1186,1939,Jamaica Inn 
1271,1939,Drums Along the Mohawk 
1436,1939,Seabiscuit: The Lost Documentary 
1547,1939,The Women 
1904,1939,Dodge City 
1961,1939,Port of Shadows 
2449,1939,The Private Lives of Elizabeth and Essex 
3369,1939,The Little Princess 
3605,1939,The Wizard of Oz: Collector's Edition 
3833,1939,Dark Victory 
3987,1939,The Roaring Twenties 
4001,1939,The Four Feathers 
4651,1939,"Goodbye, Mr. Chips "
4973,1939,W.C. Fields: You Can't Cheat an Honest Man 
5178,1939,Son of Frankenstein / Ghost of Frankenstein 
5569,1939,The Adventures of Sherlock Holmes 
7416,1939,Gone with the Wind: Collector's Edition 
7570,1939,Made for Each Other 
8361,1939,Gulliver's Travels 
8862,1939,Roy Rogers Collection: Vol. 1 
8864,1939,Intermezzo 
9014,1939,Stagecoach 
9334,1939,Destry Rides Again 
9370,1939,Beau Geste 
9857,1939,Laurel & Hardy: Flying Deuces/Utopia 
10827,1939,Of Mice and Men 
11578,1939,Another Thin Man 
11712,1939,The Mikado 
11854,1939,Only Angels Have Wings 
12800,1939,The Hunchback of Notre Dame 
14262,1939,Gunga Din 
15129,1939,Mr. Smith Goes to Washington 
15656,1939,Bela Lugosi: The Gorilla / Nabonga 
16297,1939,Love Affair 
17184,1939,The Rules of the Game 
559,1940,Rebecca: Bonus Material 
910,1940,Santa Fe Trail 
952,1940,My Favorite Wife 
1627,1940,The Shop Around the Corner 
1778,1940,Road to Singapore 
1964,1940,W.C. Fields: My Little Chickadee 
2165,1940,Flash Gordon Conquers the Universe 
2852,1940,The Three Stooges: Nutty but Nice 
3356,1940,The Howards of Virginia 
4791,1940,Pinocchio 
7642,1940,Rebecca 
8143,1940,The Mark of Zorro 
8547,1940,The Thief of Bagdad 
8666,1940,The Great Dictator 
8708,1940,The Bank Dick 
9393,1940,Go West / The Big Store 
9625,1940,The Grapes of Wrath 
10353,1940,The Sea Hawk 
10620,1940,The Philadelphia Story 
10783,1940,The Mummy's Hand / The Mummy's Tomb 
11111,1940,They Drive by Night 
12204,1940,Boris Karloff: The Ape / British Intelligence 
12282,1940,Angels Over Broadway 
12803,1940,The Letter 
13149,1940,Foreign Correspondent 
13259,1940,Brigham Young 
13378,1940,His Girl Friday 
14473,1940,Gaslight 
15869,1940,Broadway Melody of 1940 
16052,1940,Fantasia 
16824,1940,Our Town 
16843,1940,Dark Command 
17107,1940,The Ghost Breakers 
17616,1940,The Westerner 
50,1941,A Yank in the R.A.F. 
467,1941,Topper Returns 
626,1941,They Died with Their Boots On 
840,1941,The Lady Eve 
974,1941,The Devil and Daniel Webster 
990,1941,Meet John Doe 
2292,1941,Ziegfeld Girl 
2299,1941,Shadow of the Thin Man 
2311,1941,Ball of Fire 
3315,1941,The Maltese Falcon 
3582,1941,How Green Was My Valley 
3719,1941,The Best of Abbott & Costello: Vol. 1 
5691,1941,Deanna Durbin: It Started with Eve / Can't Help Singing 
8522,1941,The Little Foxes 
8561,1941,Adventures of Captain Marvel 
8832,1941,Citizen Kane 
9535,1941,Irene Dunne Romance Classics: Love Affair/ Penny Serenade 
9777,1941,The Superman Collection (Max Fleischer) 
10186,1941,Mr. & Mrs. Smith 
10559,1941,Citizen Kane: Bonus Material 
12266,1941,Tarzan's Secret Treasure / Tarzan's New York Adventure (Double Feature) 
12332,1941,Road to Zanzibar 
12451,1941,Pot o' Gold 
12645,1941,High Sierra 
12835,1941,James Stewart: Pot O' Gold/Made for Each Other 
13446,1941,Walt Disney: On the Front Lines 
14611,1941,Birth of the Blues / Blue Skies: Double Feature 
14778,1941,The Shanghai Gesture 
15264,1941,Penny Serenade 
15814,1941,Suspicion 
16715,1941,You'll Never Get Rich 
17177,1941,The Three Stooges: All the World's a Stooge 
17321,1941,Dumbo 
240,1942,Woman of the Year 
338,1942,The Three Stooges: Three Smart Saps 
842,1942,Reap the Wild Wind 
1258,1942,Wake Island 
1433,1942,Casablanca: Bonus Material 
2525,1942,Sullivan's Travels 
3207,1942,The Flying Tigers 
3346,1942,Bambi: Platinum Edition: Bonus Material 
3773,1942,Saboteur 
4553,1942,The Three Caballeros 
4680,1942,Road to Morocco 
4884,1942,Bambi: Platinum Edition 
5506,1942,The Talk of the Town 
5742,1942,The Palm Beach Story 
5794,1942,Roxie Hart 
6812,1942,This Gun for Hire 
7159,1942,Sherlock Holmes and the Secret Weapon 
8572,1942,Mrs. Miniver 
9576,1942,To the Shores of Tripoli 
9705,1942,The Pride of the Yankees 
9715,1942,The Spoilers 
10671,1942,My Favorite Blonde / Star Spangled Rhythm 
11024,1942,For Me and My Gal 
12182,1942,Random Harvest 
12416,1942,Sherlock Holmes and the Voice of Terror 
12794,1942,The Battle of Midway 
13057,1942,Val Lewton: Cat People / The Curse of the Cat People 
13587,1942,In Old California 
14340,1942,Commandos Strike at Dawn 
14379,1942,You Were Never Lovelier 
15359,1942,To Be or Not To Be 
15974,1942,Yankee Doodle Dandy 
17607,1942,Jungle Book 
63,1943,Crash Dive 
271,1943,Saludos Amigos 
1143,1943,Phantom of the Opera 
1153,1943,On Approval 
1909,1943,Hangmen Also Die 
2310,1943,The Song of Bernadette 
2325,1943,Lassie Come Home 
3121,1943,Ossessione 
4892,1943,Val Lewton: The Leopard Man / The Ghost Ship 
5216,1943,Val Lewton: The Seventh Victim / Shadows in the Dark: The Val Lewton Legacy 
5639,1943,For Whom the Bell Tolls 
5683,1943,Sahara 
5989,1943,Le Corbeau 
6189,1943,Ghosts on the Loose 
6787,1943,Batman: The 1943 Serial Collection 
7601,1943,Son of Dracula / House of Dracula 
7741,1943,Sherlock Holmes in Washington 
9171,1943,Val Lewton: I Walked with a Zombie / The Body Snatcher 
9936,1943,Heaven Can Wait 
9962,1943,Titanic 
10110,1943,The Outlaw 
10416,1943,Lady of Burlesque 
10450,1943,Sherlock Holmes Faces Death 
11081,1943,The More the Merrier 
11185,1943,My Friend Flicka 
11769,1943,Forever and a Day 
13080,1943,Destination Tokyo 
13804,1943,Bataan 
14177,1943,The Three Stooges: Spook Louder 
14431,1943,Shadow of a Doubt 
15332,1943,A Lady Takes a Chance 
15475,1943,The Ox-Bow Incident 
16741,1943,Guadalcanal Diary 
777,1944,Sherlock Holmes and the Spider Woman 
804,1944,Sherlock Holmes: The Scarlet Claw 
1722,1944,Henry V 
2118,1944,It Happened Tomorrow 
2767,1944,Since You Went Away 
2865,1944,Going My Way / Holiday Inn 
3639,1944,Alfred Hitchcock Shorts: Bon Voyage/ Aventure Malgache 
3701,1944,The Fighting Seabees 
3717,1944,The Miracle of Morgan's Creek 
4305,1944,Charlie Chan: The Secret Service 
4454,1944,To Have and Have Not 
4632,1944,Charlie Chan: Meeting at Midnight 
5019,1944,The Princess and the Pirate 
5497,1944,Memphis Belle 
6876,1944,The Fighting Rats of Tobruk 
8686,1944,Return of the Vampire 
9031,1944,Wing and a Prayer 
9106,1944,"Murder, My Sweet "
9573,1944,House of Frankenstein 
9920,1944,Superman Cartoons 
10195,1944,Charlie Chan: The Chinese Cat 
10254,1944,Meet Me in St. Louis 
11197,1944,The Mummy's Ghost / The Mummy's Curse 
11832,1944,Tall in the Saddle 
12216,1944,Ivan the Terrible 
12237,1944,Lifeboat 
12597,1944,Once Upon a Time 
12929,1944,Sherlock Holmes: The Pearl of Death 
13269,1944,National Velvet 
13684,1944,The Fighting Sullivans 
13685,1944,Cover Girl 
13686,1944,Mr. Skeffington 
15047,1944,The Bridge of San Luis Rey 
15802,1944,Laura 
15807,1944,Arsenic and Old Lace 
16156,1944,Bluebeard 
839,1945,The Thin Man Goes Home 
1077,1945,Leave Her to Heaven 
1241,1945,The Story of G.I. Joe 
3166,1945,Charlie Chan: The Shanghai Cobra 
3366,1945,Film Noir Collection: Scarlet Street 
3757,1945,I Know Where I'm Going! 
4104,1945,Charlie Chan: The Jade Mask 
4110,1945,Dakota 
4349,1945,Classic Cartoon Favorites: Extreme Adventure Fun 
4500,1945,Les Dames du Bois de Boulogne 
4591,1945,The Lost Weekend 
5416,1945,Back to Bataan 
5554,1945,They Were Expendable 
5574,1945,A Walk in the Sun 
5863,1945,The Three Stooges: Curly Classics 
6351,1945,The Southerner 
6493,1945,Val Lewton: Isle of the Dead / Bedlam 
6676,1945,Classic Mystery Movies: And Then There Were None / Cry Panic / The Bat 
6717,1945,Charlie Chan: The Scarlet Clue 
9017,1945,Blood on the Sun 
9742,1945,The House on 92nd Street 
10593,1945,And Then There Were None 
11104,1945,Deanna Durbin: Lady on a Train 
11754,1945,Spellbound 
11802,1945,Mildred Pierce 
11818,1945,The Bells of St. Mary's 
12348,1945,I'll Be Seeing You 
12607,1945,Flame of Barbary Coast 
13627,1945,Film Noir Collection: Detour 
14636,1945,Sherlock Holmes: In Pursuit to Algiers 
15353,1945,Sherlock Holmes: The House of Fear 
15507,1945,State Fair 
15766,1945,Objective Burma! 
16729,1945,Sherlock Holmes: The Woman in Green 
17440,1945,Captain Kidd 
17468,1945,Anchors Aweigh 
17732,1945,Open City 
397,1946,A Night in Casablanca 
612,1946,Cloak and Dagger 
1074,1946,The Postman Always Rings Twice 
2994,1946,Road to Utopia 
3248,1946,Make Mine Music 
3360,1946,Wanted for Murder 
3615,1946,Beauty and the Beast 
3742,1946,Notorious 
4116,1946,Orson Welles: The Stranger/Orson Welles on Film 
5605,1946,Children of Paradise 
5619,1946,Fright Fest: Vincent Price 
5773,1946,Angel on My Shoulder 
6286,1946,I See a Dark Stranger 
6612,1946,Gilda 
7220,1946,Anna and the King of Siam 
7424,1946,The Big Sleep 
7855,1946,The Courage of Lassie 
7993,1946,Great Expectations 
8034,1946,The Harvey Girls 
8847,1946,Black Angel 
10998,1946,Murderers Are Among Us 
11851,1946,The Yearling 
12361,1946,Film Noir Collection: The Stranger 
12651,1946,Duel in the Sun 
13073,1946,It's a Wonderful Life 
13099,1946,The Spiral Staircase 
13121,1946,The Strange Love of Martha Ivers 
13253,1946,Sherlock Holmes: Dressed to Kill 
13898,1946,The Jolson Story 
13971,1946,The Strange Love of Martha Ivers / Kirk Douglas on Film: Double Feature 
14155,1946,The Best Years of Our Lives 
14183,1946,My Darling Clementine 
14372,1946,Brief Encounter 
15676,1946,Sherlock Holmes: Terror by Night 
15713,1946,Monsieur Beaucaire / Where There's Life: Double Feature 
16249,1946,Humoresque 
16677,1946,Night and Day 
17059,1946,The Killers: Criterion Collection 
17331,1946,The Razor's Edge 
12,1947,My Favorite Brunette 
208,1947,The Three Stooges: Sing a Song of Six Pants 
1224,1947,The Ghost and Mrs. Muir 
1749,1947,Angel and the Badman 
1940,1947,Nightmare Alley 
2022,1947,Dead Reckoning 
4536,1947,Road to Rio 
4547,1947,The Three Stooges Double Feature 
5079,1947,Copacabana 
5211,1947,New Orleans 
5867,1947,Till the Clouds Roll By 
6604,1947,A Double Life 
7006,1947,Body and Soul 
7908,1947,Quai des Orfevres 
7970,1947,Life With Father 
8088,1947,13 Rue Madeleine 
8308,1947,Fun and Fancy Free 
8910,1947,Lured 
9958,1947,Monsieur Verdoux 
11000,1947,Possessed 
12200,1947,Song of the Thin Man 
13442,1947,Gentleman's Agreement 
14134,1947,Miracle on 34th Street 
14278,1947,Dark Passage 
15261,1947,Railroaded 
15668,1947,The Paradine Case 
16127,1947,Good News 
16214,1947,Brute Force 
16474,1947,The Perils of Pauline 
16814,1947,Pursued 
16911,1947,The Bishop's Wife 
17382,1947,Odd Man Out 
17389,1947,Black Narcissus 
17535,1947,The Bachelor and the Bobby-Soxer 
17619,1947,Out of the Past 
17623,1947,Crossfire 
17715,1947,The Adventures of Ma and Pa Kettle: Vol. 1 
261,1948,The Big Clock 
3066,1948,Loves of Carmen 
3373,1948,La Terra Trema 
4603,1948,On Our Merry Way 
4607,1948,Melody Time 
4722,1948,He Walked by Night 
4998,1948,Anna Karenina 
6143,1948,Louisiana Story 
6738,1948,I Remember Mama 
7274,1948,Joan of Arc 
7368,1948,Easter Parade 
7448,1948,Abbott & Costello Meet Frankenstein 
7960,1948,The Lady from Shanghai 
8925,1948,The Treasure of the Sierra Madre: Bonus Material 
9061,1948,Rope 
9206,1948,Laurence Olivier's Hamlet 
9941,1948,Sorrowful Jones / The Paleface: Double Feature 
9954,1948,Key Largo 
10077,1948,The Snake Pit 
10277,1948,The Bicycle Thief 
10851,1948,Red River 
10924,1948,The Street with No Name 
11770,1948,The Naked City 
11930,1948,The Boy with Green Hair 
12267,1948,James Cagney Collection: The Time of Your Life 
12460,1948,Portrait of Jennie 
12884,1948,Sorry Wrong Number 
13076,1948,Call Northside 777 
13546,1948,Mr. Blandings Builds His Dream House 
13831,1948,Unfaithfully Yours 
14704,1948,The Red Shoes 
15293,1948,The Best of Bud Abbott & Lou Costello: Vol. 3 
15613,1948,A Connecticut Yankee in King Arthur's Court / The Emperor Waltz: Double Feature 
16986,1948,Oliver Twist 
17290,1948,The Paleface 
17412,1948,The Treasure of the Sierra Madre 
1253,1949,The Barkleys of Broadway 
1595,1949,The Third Man 
3494,1949,The Inspector General 
4253,1949,Kind Hearts and Coronets 
4689,1949,In the Good Old Summertime 
5652,1949,Twelve O'Clock High 
6512,1949,Adam's Rib 
6781,1949,Candid Camera: 5 Decades of Smiles 
6827,1949,Wake of the Red Witch 
7547,1949,She Wore a Yellow Ribbon 
8208,1949,The Red Pony 
8245,1949,Under Capricorn 
8932,1949,Tokyo Joe 
9578,1949,Sands of Iwo Jima 
9648,1949,The Ealing Comedy Collection: Whisky Galore 
10971,1949,Thieves' Highway 
10979,1949,I Was a Male War Bride 
11292,1949,Little Women 
11322,1949,Abbott & Costello: Africa Screams 
12636,1949,The Three Stooges: All Time Favorites 
12944,1949,A Letter to Three Wives 
12988,1949,The Fighting Kentuckian 
13187,1949,Take Me Out to the Ball Game 
13349,1949,The Set-Up 
13380,1949,Stray Dog 
13441,1949,On the Town 
13592,1949,Classic Cartoon Favorites: Extreme Sports Fun 
13691,1949,The Adventures of Ichabod and Mr. Toad 
14339,1949,The Story of Seabiscuit 
14730,1949,Young Man with a Horn 
14839,1949,Jolson Sings Again 
15111,1949,Film Noir Collection: Killer Bait 
15301,1949,Whirlpool 
15537,1949,Impact 
15856,1949,All the King's Men 
16005,1949,Criss Cross 
16186,1949,Battleground 
16500,1949,White Heat 
16577,1949,The Great Lover 
16781,1949,Batman and Robin: The Serial Collection 
17093,1949,Gun Crazy 
186,1950,Panic in the Streets 
715,1950,Film Noir Collection: D.O.A. 
901,1950,Diary of a Country Priest 
1166,1950,Great Rupert 
1240,1950,Destination Moon 
1840,1950,The Asphalt Jungle 
2696,1950,Kiss Tomorrow Goodbye 
3339,1950,Love Happy 
4419,1950,In a Lonely Place 
6079,1950,Kim 
6213,1950,You Bet Your Life 
6300,1950,King Solomon's Mines 
6657,1950,The Men 
8038,1950,Cinderella: Special Edition 
8550,1950,The George Burns & Gracie Allen Collection 
8976,1950,Harvey 
8980,1950,Cheaper by the Dozen 
9425,1950,The Jackie Robinson Story 
9902,1950,Winchester '73 
10276,1950,Rashomon 
10320,1950,Variety Lights 
10372,1950,All About Eve 
11061,1950,Halls of Montezuma 
11330,1950,Martin & Lewis: At War with the Army 
11359,1950,The Flowers of St. Francis 
11772,1950,Mickey & Minnie's Sweetheart Stories 
11903,1950,Sunset Boulevard 
12875,1950,Treasure Island 
13230,1950,Born Yesterday 
13562,1950,Rocketship X-M 
13571,1950,The Damned Don't Cry 
14560,1950,Kon-Tiki 
14720,1950,Fancy Pants 
14728,1950,Quicksand 
14967,1950,Night and the City 
14968,1950,Father of the Bride 
15719,1950,The Rocking Horse Winner 
15724,1950,Rio Grande 
15753,1950,Annie Get Your Gun 
17386,1950,Stage Fright 
17524,1950,Cyrano de Bergerac 
82,1951,The Frogmen 
90,1951,The Lemon Drop Kid 
683,1951,Cavalry Charge 
963,1951,A Streetcar Named Desire 
988,1951,Operation Pacific 
2121,1951,Pandora and the Flying Dutchman 
2335,1951,Father's Little Dividend 
2765,1951,Cinema's Dark Side: Impact/ Second Woman/ They Made Me a Criminal 
2980,1951,The Desert Fox 
2989,1951,The Thing From Another World 
3003,1951,The Three Stooges: Merry Mavericks 
3230,1951,The Best of the Red Skelton Show 
4146,1951,The Red Badge of Courage 
4179,1951,A Christmas Carol 
4264,1951,The River 
4700,1951,The Man from Planet X 
6438,1951,The Man in the White Suit 
6638,1951,Just for You / Here Comes the Groom 
6689,1951,The Enforcer 
7398,1951,The Lost Continent 
7832,1951,When Worlds Collide 
8236,1951,Happy Go Lovely 
9034,1951,Early Summer 
9640,1951,Detective Story 
